text,clean_text,label,mentions_dem,mentions_rep
"         Onward and upward to the heights attain.       Yea, let me live my life, its meaning seek;      https://t.co/K0kagMqxcJ","         onward and upward to the heights attain.       yea, let me live my life, its meaning seek;      ",Republican,[],"['Trump', 'Trump']"
Trump-Rally  Prayer of Dr. Taylor Marshall for President Trump (Lat... https://t.co/8ebQLE4ucj via @YouTube,trump-rally  prayer of dr. taylor marshall for president trump  lat...  via  youtube,Republican,[],"['Trump', 'Trump']"
You know what's funny? Republicans are not acting like the rioting mob that has become the fascist dem party! No riots or looting!! Let's keep up the good work while challenging the fraud in this election!  🇺🇸,you know what s funny  republicans are not acting like the rioting mob that has become the fascist dem party  no riots or looting   let s keep up the good work while challenging the fraud in this election     ,Republican,[],"['Republicans', 'Republican']"
"Donald Trump is a Crook, a Liar &amp; the WORST President in American history.         @Google @foxandfriends @FoxNews @CNBC @ABC @CBSNews @NBCNews @CNN @MSNBC @Oprah @nytimes @NYP @MiamiHerald @JoeBiden","donald trump is a crook, a liar and; the worst president in american history.          google  foxandfriends  foxnews  cnbc  abc  cbsnews  nbcnews  cnn  msnbc  oprah  nytimes  nyp  miamiherald  joebiden",Republican,"['Joe', 'Biden']","['Trump', 'Trump', 'Donald']"
Can’t wait to watch the civil unrest unfold when trump wins lmfao 🤣  https://t.co/hTdYkN5aAV,can t wait to watch the civil unrest unfold when trump wins lmfao    ,Republican,[],['trump']
"When Biden is declared winner tomorrow hold your rage. 

Let the legal process work.

Trump will win then the riots start like you've never imagined. 

Marines and National Guard shut that shit down. 

Have you put in the Armor of God yet?

Now is a good time to do so
",when biden is declared winner tomorrow hold your rage.   let the legal process work.  trump will win then the riots start like you ve never imagined.   marines and national guard shut that shit down.   have you put in the armor of god yet   now is a good time to do so ,Republican,['Biden'],['Trump']
"What is going on in Palm Beach county? 
@IngrahamAngle @DanScavino @All50News @realDonaldTrump @DonaldJTrumpJr @kayleighmcenany @samanthamarika1 @Qanon76 @Qanon76   KAMALA HARRIS BODY DOUBLE/CLOME    

https://t.co/ws7cMZb1JQ",what is going on in palm beach county    ingrahamangle  danscavino  all50news  realdonaldtrump  donaldjtrumpjr  kayleighmcenany  samanthamarika1  qanon76  qanon76   kamala harris body double/clome      ,Republican,"['Biden', 'Kamala', 'KAMALA', 'Harris', 'HARRIS', 'Harris']","['Trump', 'Trump', 'Donald', 'Donald']"
"The President on his 4th of 5  Rallies today!
Est. 24,000 in attendance 

145,245 watching now

🇺🇸  Watch LIVE: President Trump Holds Make America Great Again Rally in   11-1-20
https://t.co/gMkhdmIWwt","the president on his 4th of 5  rallies today  est. 24,000 in attendance   145,245 watching now      watch live: president trump holds make america great again rally in   11-1-20 ",Republican,[],['Trump']
It’s 130am on the east coast on Election Day &amp; Donald Trump is STILL on stage in Grand Rapids fighting for every last vote. Call a friend today for a burger before U both vote. Everything comes down to today. Vote like your nation depends on it. Because this time it does ,it s 130am on the east coast on election day and; donald trump is still on stage in grand rapids fighting for every last vote. call a friend today for a burger before u both vote. everything comes down to today. vote like your nation depends on it. because this time it does ,Republican,[],"['Trump', 'Donald']"
"""Let freedom ring"" isn't referring to bells right now. IT'S OUR DAMN BATTLE CRY! America is PISSED! She and her people are fighting back. 
   ", let freedom ring  isn t referring to bells right now. it s our damn battle cry  america is pissed  she and her people are fighting back.     ,Republican,[],"['Trump', 'Trump']"
"Get OUT and VOTE Loren Culp For Governor! Please SHARE! See you there 👇👇👇



              https://t.co/fIfo71L9o9",get out and vote loren culp for governor  please share  see you there                      ,Republican,[],['Trump']
Hey  who is open to creating a fund to offer a huge reward to any election worker that comes forward as a Whistleblower? How many of you would donate?  LET'S PULL THIS OUT FOR @RealDonaldTrump @DonaldJTrumpJr @EricTrump @IvankaTrump @MELANIATRUMP ,hey  who is open to creating a fund to offer a huge reward to any election worker that comes forward as a whistleblower  how many of you would donate   let s pull this out for  realdonaldtrump  donaldjtrumpjr  erictrump  ivankatrump  melaniatrump ,Republican,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'TRUMP', 'Trump', 'Donald', 'Donald']"
"Joe Biden is a LYING SACK OF SHIT!!!!
THE COMMERCIAL FOR HIS DUMB ASS ON THURSDAY NIGHT FOOTBALL IS CRAP!
  ",joe biden is a lying sack of shit     the commercial for his dumb ass on thursday night football is crap    ,Republican,"['Joe', 'Biden']",[]
"And now we know who ""Anonymous"" attacker of Trump was/is and he's actually not as high up or important as he claimed when he was Anonymous https://t.co/xF6Q4njRqn        ",and now we know who  anonymous  attacker of trump was/is and he s actually not as high up or important as he claimed when he was anonymous         ,Republican,[],"['Trump', 'Trump', 'gop']"
Had a very brief hiatus but Election Day is tomorrow! And @JoeBiden it’s a no from me dawgggg     https://t.co/9nza0IpBoy,had a very brief hiatus but election day is tomorrow  and  joebiden it s a no from me dawgggg     ,Republican,"['Joe', 'joe', 'Biden']",['Trump']
There might be one candidate in this election who would readily break every rule and every law to win.. but hint: it is not Joe Biden - and I can’t imagine Republicans do not know that.. 🤷  ,there might be one candidate in this election who would readily break every rule and every law to win.. but hint: it is not joe biden - and i can t imagine republicans do not know that..    ,Republican,"['Joe', 'Biden']","['Republicans', 'Republican']"
         https://t.co/sc8Q9H5GdC,         ,Republican,[],"['Trump', 'TRUMP']"
"https://t.co/EuzvsrbB9K
", ,Republican,[],[]
"Trump has lost it!
Somehow, @FoxNews likely still do not care!🤮🤬🤮🤬🤮

 @IngrahamAngle @realDonaldTrump      @GOPLeader @PressSec @seanhannity   @HouseGOP @TuckerCarlson @SenateGOP @JoeBiden @senatemajldr @gtconway3d https://t.co/ul1frndp9j","trump has lost it  somehow,  foxnews likely still do not care          ingrahamangle  realdonaldtrump       gopleader  presssec  seanhannity    housegop  tuckercarlson  senategop  joebiden  senatemajldr  gtconway3d ",Republican,"['Joe', 'Biden']","['Trump', 'Trump', 'Trump', 'Trump', 'Donald', 'GOP', 'GOP', 'GOP']"
"Trump today, in must-win NC, looked &amp; sounded like a sad-sack, beat-up, weak, disillusioned, pitiful, loser. 

We literally seemed to be begging  for their pity. ","trump today, in must-win nc, looked and; sounded like a sad-sack, beat-up, weak, disillusioned, pitiful, loser.   we literally seemed to be begging  for their pity. ",Republican,[],['Trump']
Its pretty unusual to board up cities prior to election...but here we are. @realDonaldTrump I guess this is   🙄,its pretty unusual to board up cities prior to election...but here we are.  realdonaldtrump i guess this is    ,Republican,[],"['Trump', 'Donald']"
Today was my 6th time to vote in a presidential election. It’s also the first time I truly felt hopeful and joyoustowards the future. I voted for Trump last time but still had reservations. But I would have voted for a stump against her. This time felt fantastic ,today was my 6th time to vote in a presidential election. it s also the first time i truly felt hopeful and joyoustowards the future. i voted for trump last time but still had reservations. but i would have voted for a stump against her. this time felt fantastic ,Republican,[],"['Trump', 'Trump']"
I believe the results are worse than we can imagine...Biden had no chance in this and the Democrats knew it.  🇺🇸🇺🇸🇺🇸🇺🇸,i believe the results are worse than we can imagine...biden had no chance in this and the democrats knew it.          ,Republican,"['Biden', 'Democrats', 'Democrat']",[]
"Check out our NEW First Lady Melania Trump ""Be Best"" Shirt. Show your support of the amazing First Lady with this shirt! Get Yours for the Fall Season!

      

https://t.co/OTHnIbAYJ2",check out our new first lady melania trump  be best  shirt. show your support of the amazing first lady with this shirt  get yours for the fall season           ,Republican,[],"['Trump', 'Trump', 'Trump', 'Trump']"
"Americans love an underdog. @Facebook and @Twitter and @CNN and @nytimes  all combined to create that underdog, by going all in for Biden.
 
","americans love an underdog.  facebook and  twitter and  cnn and  nytimes  all combined to create that underdog, by going all in for biden.   ",Republican,['Biden'],[]
"A sea of people for President Trump in Scranton Pennsylvania!!!!!!
  https://t.co/b4Z9SQlTVY",a sea of people for president trump in scranton pennsylvania         ,Republican,[],['Trump']
"Just a reminder, Trump killed Herman Cain and his own brother because of his failed response to Covid-19. Hey  is that winning?","just a reminder, trump killed herman cain and his own brother because of his failed response to covid-19. hey  is that winning ",Republican,[],['Trump']
"How a letter makes a difference

🔴 Biden: defUnd the police

🔵 Trump: defEnd the police

Get out and vote!
",how a letter makes a difference    biden: defund the police    trump: defend the police  get out and vote  ,Republican,['Biden'],['Trump']
Happy @realDonaldTrump Re-Election Day!   🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,happy  realdonaldtrump re-election day              ,Republican,[],"['Trump', 'Donald']"
"Trump: ""We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!""   @OANN @realDonaldTrump @JennaEllisEsq @GOPChairwoman @GOP @HamiltonStrick1 @DHS_Wolf @MariaBartiromo @LouDobbs","trump:  we are up big, but they are trying to steal the election. we will never let them do it. votes cannot be cast after the polls are closed      oann  realdonaldtrump  jennaellisesq  gopchairwoman  gop  hamiltonstrick1  dhs wolf  mariabartiromo  loudobbs",Republican,[],"['Trump', 'Trump', 'Donald', 'GOP', 'GOP']"
The left is flipping out over Brett Kavanaugh's common-sense opinion on election rules https://t.co/PjeunlqDpz via @nypost ,the left is flipping out over brett kavanaugh s common-sense opinion on election rules  via  nypost ,Republican,[],[]
"Trump Rallies are the BEST! Butler, PA Today. Don’t let the fake news fool you. There had to be 18,000 to 20,000 patriots! Organized in 3 days!  We Love Our ⁦@POTUS⁩ !    https://t.co/W5mppj0I9p","trump rallies are the best  butler, pa today. don t let the fake news fool you. there had to be 18,000 to 20,000 patriots  organized in 3 days   we love our   potus       ",Republican,[],['Trump']
"Only 4️⃣ Days to  Here are Top 4 issues voters have on their mind across the 
1) Economy 2) COVID 3) Healthcare 4) Gun Policy/Violent Crime.      ? Or  ? Keep watching .@TV9Bharatvarsh   https://t.co/UdE3QOlac3",only 4   days to  here are top 4 issues voters have on their mind across the  1  economy 2  covid 3  healthcare 4  gun policy/violent crime.        or    keep watching . tv9bharatvarsh   ,Republican,['Biden'],[]
"BREAKING: GDP Shatters All-time Record Growth At 33.1%.

  

@realDonaldTrump
https://t.co/ytfnwNJmDE",breaking: gdp shatters all-time record growth at 33.1 .       realdonaldtrump ,Republican,['Biden'],"['Trump', 'Trump', 'Donald']"
"I think it's hilarious that Trump convinces his  followers that the virus is not real, then they go to the rally and give him money just to catch the disease he said was fake and end up in the hospital. I almost feel sorry for them but I can't because of Proverbs 22:3. Haha","i think it s hilarious that trump convinces his  followers that the virus is not real, then they go to the rally and give him money just to catch the disease he said was fake and end up in the hospital. i almost feel sorry for them but i can t because of proverbs 22:3. haha",Republican,[],['Trump']
"My favorite Trump Dance video
 
https://t.co/ILTgj74Do1",my favorite trump dance video   ,Republican,[],['Trump']
" draws thousands
 draws a hundred







 AGAIN

 

https://t.co/xGj38U3WmB", draws thousands  draws a hundred         again     ,Republican,['Harris'],"['Trump', 'Trump']"
" of bills Biden wrote w/o a cosponsor while in office? 4
1. ) Nat’l Copernicus Day
2.)An increase in entertainment expenses to foreign dignitaries. 
3.)Extending security assignment for the Supreme Court
4.)mapping change of the Coastal Barrier Reefs.  
All in 47 yrs!  🇺🇸🇺🇸", of bills biden wrote w/o a cosponsor while in office  4 1.   nat l copernicus day 2. an increase in entertainment expenses to foreign dignitaries.  3. extending security assignment for the supreme court 4. mapping change of the coastal barrier reefs.   all in 47 yrs       ,Republican,['Biden'],[]
"Do your part for America and vote for Trump.🧐🙂👍
https://t.co/st4lBEsRQB
Jesus Showed Me the Election Results &amp; What's Next
     
    ",do your part for america and vote for trump.     jesus showed me the election results and; what s next           ,Republican,[],['Trump']
🇺🇸Suburban Women For Trump🇺🇸                 @realDonaldTrump https://t.co/56FPEea319,  suburban women for trump                    realdonaldtrump ,Republican,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Donald']"
Maria Bartiromo with @RonJohnsonWI on the status of the investigation into the  https://t.co/5SX5XXv4RD Richard Nixon =small corruption compared to  Christmas Taylor is Free    Rod Wave   ,maria bartiromo with  ronjohnsonwi on the status of the investigation into the   richard nixon  small corruption compared to  christmas taylor is free    rod wave   ,Republican,"['Biden', 'Democrats', 'Democrat']","['Trump', 'Trump']"
"🇺🇸❤️       ❤️🇺🇸

@Twitter I can only imagine how many people are going to leave Twitter after the election.
If Trump wins, a lot of lefties are not going to hang around to get laughed at....","                  twitter i can only imagine how many people are going to leave twitter after the election. if trump wins, a lot of lefties are not going to hang around to get laughed at....",Republican,[],"['TRUMP', 'Trump']"
"The Democrats and the Fake News can fake the polls, but the can’t fake Trump supporters rally!

  ","the democrats and the fake news can fake the polls, but the can t fake trump supporters rally     ",Republican,"['Democrats', 'Democrat']","['Trump', 'Trump']"
"Plusieurs produits radio Québec, Trump, censure et autres Plusieurs produits radio Québec, Trump, censure et autres.          

https://t.co/pfcPmb5fKE","plusieurs produits radio qu bec, trump, censure et autres plusieurs produits radio qu bec, trump, censure et autres.            ",Republican,[],"['Trump', 'Trump', 'trump', 'trump', 'trump', 'donald']"
"THIS IS HUGE: The Pittsburgh Post-Gazette has not endorsed a Republican for president since 1972.
      

https://t.co/mH3bLulDZ8 https://t.co/Sjj4Zy0V37",this is huge: the pittsburgh post-gazette has not endorsed a republican for president since 1972.          ,Republican,"['Biden', 'Biden', 'Biden']","['Trump', 'Republican']"
"3-2-1... ¡LANZAMOS EL  DEL LIBRO ‘UNCLE DONALD’ en @verkami! Se trata de un cómic en clave de humor de cuatro años de delirio en la era Trump.

¿Te unes al proyecto? ;)

&gt; https://t.co/jGXMerGwpo

     https://t.co/7ep5QKuWXh",3-2-1...  lanzamos el  del libro  uncle donald  en  verkami  se trata de un c mic en clave de humor de cuatro a os de delirio en la era trump.   te unes al proyecto  ;    gt;        ,Republican,[],"['Trump', 'DONALD', 'Donald']"
Hunter Biden was very bad at setting password on his infamous laptop: report https://t.co/YYh2jOElN7 via @nypost   ,hunter biden was very bad at setting password on his infamous laptop: report  via  nypost   ,Republican,"['jOE', 'Biden', 'Biden', 'Harris']",[]
Fuck you trump 😍🥺😍  https://t.co/lZNEzBx0fM,fuck you trump      ,Republican,[],['trump']
" Vote in person, Trump is winner

https://t.co/SAFPjJuDle"," vote in person, trump is winner  ",Republican,[],"['Trump', 'Trump']"
Happy Election Day y'all!! ❤️🤍💙🇺🇸 Grateful for the freedom to vote 🗳Let’s keep it that way!  https://t.co/atYPSBNE6G,happy election day y all          grateful for the freedom to vote  let s keep it that way   ,Republican,[],[]
Try to reach an undecided voter today or a Trump hater.  Reaching those outside our Twitter universe will really impact the race! Just use facts and ask questions.Lots of the time people will agree with Trump’s policies &amp; not even know it.   ,try to reach an undecided voter today or a trump hater.  reaching those outside our twitter universe will really impact the race  just use facts and ask questions.lots of the time people will agree with trump s policies and; not even know it.   ,Republican,[],"['Trump', 'Trump']"
"Rapper 50 Cent @50cent calls on followers to vote for Trump citing Biden tax rate plan

https://t.co/TnsjrP7Tlv




 

50 Cent knows he does not want to become 20 Cent under Biden tax rate plan.",rapper 50 cent  50cent calls on followers to vote for trump citing biden tax rate plan          50 cent knows he does not want to become 20 cent under biden tax rate plan.,Republican,"['Biden', 'Biden']","['Trump', 'Trump']"
"Unless you predicted a @realDonaldTrump win in 2016 (like I did!) please refrain from calling me crazy for my 2020 prediction. And again, like I’ve said many times, I believe President Trump wins every state in the 2020 election!   ","unless you predicted a  realdonaldtrump win in 2016  like i did   please refrain from calling me crazy for my 2020 prediction. and again, like i ve said many times, i believe president trump wins every state in the 2020 election    ",Republican,[],"['Trump', 'Trump', 'Trump', 'Donald']"
"New York Times Columnist Commits Hunter Biden Laptop Heresy https://t.co/F869hCm7Mc
    https://t.co/ZKBVXP9r0v",new york times columnist commits hunter biden laptop heresy      ,Republican,"['Biden', 'Biden', 'Biden']",[]
"I no longer see the elections as before; now, all I see is the amount of educated Vs. Uneducated people in the United States.           https://t.co/y1oeBBGHgL","i no longer see the elections as before; now, all i see is the amount of educated vs. uneducated people in the united states.           ",Republican,[],['Trump']
"El man, un colombiano que consiguió la ciudadanía estadounidense hoy está a favor de Trump, a los cuatro vientos  réplica esa basura de   pero hace poquito por una millonada de caso de pura pantalla con una mujer que estaba “ilegal” en ese país. 

Así de incoherentes son 🤡","el man, un colombiano que consigui  la ciudadan a estadounidense hoy est  a favor de trump, a los cuatro vientos  r plica esa basura de   pero hace poquito por una millonada de caso de pura pantalla con una mujer que estaba  ilegal  en ese pa s.   as  de incoherentes son  ",Republican,[],['Trump']
"If I was Mark Meadows I’d be making up excuses not to come to work tomorrow too.

(Just to be clear to Trump, it’s after Nov 3rd and we’re still talking about COVID)

     ","if i was mark meadows i d be making up excuses not to come to work tomorrow too.   just to be clear to trump, it s after nov 3rd and we re still talking about covid        ",Republican,['biden'],"['Trump', 'GOP', 'GOP']"
 Biden Fox News    Florida Trump Kanye West Colorado Texas  Arizona Virginia Oregon Polls             Poles     California https://t.co/tWHdVfklKK, biden fox news    florida trump kanye west colorado texas  arizona virginia oregon polls             poles     california ,Republican,"['Biden', 'Biden', 'Biden', 'Harris', 'Harris']","['Trump', 'Trump']"
🤣🤣🤣 Now @JoeBiden is saying end surprise medical billing 🤣🤣 Silly man @realDonaldTrump has already done that! Joes plan is to follow Trump around and say what he says and use his ideas.    ,    now  joebiden is saying end surprise medical billing    silly man  realdonaldtrump has already done that  joes plan is to follow trump around and say what he says and use his ideas.    ,Republican,"['Joe', 'Joe', 'Biden']","['Trump', 'Trump', 'Trump', 'Donald']"
"https://t.co/MdC9ZfZ7Pa
The Biden family structed their dealings in a way that provides Joe with ""plausible deniability.""
     
    ", the biden family structed their dealings in a way that provides joe with  plausible deniability.            ,Republican,"['Joe', 'Biden']",[]
Last night I got to watch the sun set on Joe Biden’s campaign. @realDonaldTrump held an awesome rally and I was thrilled to be able to attend this once in a lifetime event.   https://t.co/R6xKAlKnuR,last night i got to watch the sun set on joe biden s campaign.  realdonaldtrump held an awesome rally and i was thrilled to be able to attend this once in a lifetime event.   ,Republican,"['Joe', 'Biden']","['Trump', 'Trump', 'Donald']"
"Western critics always used to insult Iran's democratic process as being a ""fake"" or ""so-called"" election.

Well, my response from now on will be at least it's fairer than the mess which they call the  😅

  
https://t.co/61aY597giY","western critics always used to insult iran s democratic process as being a  fake  or  so-called  election.  well, my response from now on will be at least it s fairer than the mess which they call the        ",Republican,"['democrat', 'democratic']",[]
"This video sums up our Commander in Chief and why he MUST be reelected! Get out and Vote for DJT, our POTUS, who is our last hope! Save the world! Vote for Trump!  https://t.co/TvAkMOFvGv","this video sums up our commander in chief and why he must be reelected  get out and vote for djt, our potus, who is our last hope  save the world  vote for trump   ",Republican,[],['Trump']
"All I'm hearing is 82%-95% winnings of CCM from every constituency across my beloved nation. With all the election rigging we are witnessing. How the hell did we get here!!! 

",all i m hearing is 82 -95  winnings of ccm from every constituency across my beloved nation. with all the election rigging we are witnessing. how the hell did we get here      ,Republican,[],[]
"🇺🇸 OFFICIAL FLAG OF TRUMP SUPPORTERS 🇺🇸  Buy  Flag and Display - Made in  🇺🇸  Shopping-Sale. org  --  Gear &amp;  – Desk  - Indoor Outdoor – “Make a Patriotic Statement” – Over 1,000 Items -  -   -   🇺🇸 https://t.co/uOVD0CCdHc","   official flag of trump supporters     buy  flag and display - made in      shopping-sale. org  --  gear and;    desk  - indoor outdoor    make a patriotic statement    over 1,000 items -  -   -      ",Republican,[],"['TRUMP', 'Trump', 'Trump', 'Trump']"
"""Trump 'ethically unfit' for  ~
  https://t.co/JcxoAErYu7 via @YouTube




", trump  ethically unfit  for       via  youtube     ,Republican,[],['Trump']
Trump’s campaign has decided it’s easier for them to campaign against reality than against Biden. https://t.co/Stong3RM82  ,trump s campaign has decided it s easier for them to campaign against reality than against biden.   ,Republican,['Biden'],['Trump']
"“Aise election ko,
Electoral vote ko mein nahi manta, mein nahi jaanta”

 😀😀"," aise election ko, electoral vote ko mein nahi manta, mein nahi jaanta      ",Republican,[],[]
"Democrats hate Trump so much they did not wait til the last day to mail in a ballot. They sent that off the first day

   ",democrats hate trump so much they did not wait til the last day to mail in a ballot. they sent that off the first day     ,Republican,"['biden', 'Democrats', 'Democrat']","['Trump', 'Trump']"
 bless Go        https://t.co/3ywpA5JwZe, bless go        ,Republican,[],"['Trump', 'TRUMP']"
"RT realDonaldTrump: I’m NOT just running against Joe Biden—I’m running against the left-wing media, the Big Tech giants, and the wretched Washington Swamp. They have nothing but disdain for you and your values—get out and VOTE to  https://t.co/aaJ2fpGd6w","rt realdonaldtrump: i m not just running against joe biden i m running against the left-wing media, the big tech giants, and the wretched washington swamp. they have nothing but disdain for you and your values get out and vote to  ",Republican,"['Joe', 'Biden']","['Trump', 'Donald']"
ABD başkanlık seçimleri öncesi tarafımızı belli edelim :) Yarın Politik Doğrucu SJW zihniyetinin ve gerici bir woke kültürü olan 3.dalga Feminizm'in mağlubiyeti ile sona erecek.    https://t.co/O9SP6by1Sp,abd ba kanl k se imleri  ncesi taraf m z  belli edelim :  yar n politik do rucu sjw zihniyetinin ve gerici bir woke k lt r  olan 3.dalga feminizm in ma lubiyeti ile sona erecek.    ,Republican,[],['Trump']
Trump warns of 'horrifying' terror attacks in US if Biden's elected https://t.co/LI3KUEivtT via @MailOnline @realdonaldtrump @VP @MarkMeadows @GOPLeader @SenateMajLdr @PressSec @Scavino45 @dbongino @TeamTrump  ,trump warns of  horrifying  terror attacks in us if biden s elected  via  mailonline  realdonaldtrump  vp  markmeadows  gopleader  senatemajldr  presssec  scavino45  dbongino  teamtrump  ,Republican,['Biden'],"['Trump', 'trump', 'Trump', 'donald', 'GOP']"
"The Trump train is rockin...  
Full steam ahead!  🇺🇸@realDonaldTrump https://t.co/yvj6tNp5zZ",the trump train is rockin...   full steam ahead      realdonaldtrump ,Republican,[],"['Trump', 'Trump', 'Donald']"
"What if Biden wins but doesn’t make christianity illegal, abortions mandatory and takes away all their guns ...what will they be afraid of?  ","what if biden wins but doesn t make christianity illegal, abortions mandatory and takes away all their guns ...what will they be afraid of   ",Republican,['Biden'],[]
"Just got my   I’m ready to see this through to the END!
I just have one question.... Who’s with me?  https://t.co/Rx5roL8IGm",just got my   i m ready to see this through to the end  i just have one question.... who s with me   ,Republican,[],['Trump']
Boy that Hunter Biden thingy was a big nothing burger eh? @realDonaldTrump @donaldtrumpjr @tuckercarlson lmao 😂   ,boy that hunter biden thingy was a big nothing burger eh   realdonaldtrump  donaldtrumpjr  tuckercarlson lmao     ,Republican,['Biden'],"['Trump', 'trump', 'trump', 'Donald', 'donald']"
"NH's Dixville Notch and Millsfield polls opened at 12:00 AM; all votes are now counted. Trump 16, Biden 10. As of midnight we're winning the popular vote! 😁

  ","nh s dixville notch and millsfield polls opened at 12:00 am; all votes are now counted. trump 16, biden 10. as of midnight we re winning the popular vote       ",Republican,['Biden'],"['Trump', 'Trump']"
"USA Bloggers Top story: @ScooterCasterNY: ' caravan of reportedly 2 thousand vehicles stretched out from Rockland County to Westchester County in New York, rallying for president Trump. They shut down Mario Cuo… https://t.co/YbQVHqkK3F, see more https://t.co/e1Xm51pl2b","usa bloggers top story:  scootercasterny:   caravan of reportedly 2 thousand vehicles stretched out from rockland county to westchester county in new york, rallying for president trump. they shut down mario cuo   see more ",Republican,[],['Trump']
"Gettysburg, PA (Adams County) Veterans for Trump.  @ Gettysburg, Pennsylvania https://t.co/PfIbGU38HU","gettysburg, pa  adams county  veterans for trump.    gettysburg, pennsylvania ",Republican,[],['Trump']
"Reporter on @ABC just said that @realDonaldTrump is fighting on two fronts, against Biden &amp; COVID. Pal, he is fighting many more than that:

1) 
2) 
3) 
4) 
5) 
6) Hollywood
7) Academia

He's fighting them all for us and to ","reporter on  abc just said that  realdonaldtrump is fighting on two fronts, against biden and; covid. pal, he is fighting many more than that:  1   2   3   4   5   6  hollywood 7  academia  he s fighting them all for us and to ",Republican,"['Biden', 'Biden']","['Trump', 'Donald']"
"Voter fraud the only chance Joe Biden has

     
   

 https://t.co/WsA7sNzteB",voter fraud the only chance joe biden has              ,Republican,"['Joe', 'Biden']","['Trump', 'Trump', 'Trump']"
"Whitmire declares she will not certify vote if Trump wins.  It's time to make examples out of these traitors.  

If you have taken this be prepared to right this  https://t.co/GK6y48bA5L",whitmire declares she will not certify vote if trump wins.  it s time to make examples out of these traitors.    if you have taken this be prepared to right this  ,Republican,[],['Trump']
What's the difference?       https://t.co/Vmw57XyFSW,what s the difference        ,Republican,[],['Trump']
"In Case You Totally Missed This⬇️
=
Massive pro-Trump rally in Beverly Hills brings together black, white, gay, straight Americans – where’s the media? https://t.co/Ufn5lPuKIS","in case you totally missed this     massive pro-trump rally in beverly hills brings together black, white, gay, straight americans   where s the media  ",Republican,[],['Trump']
" @EricTrump 
@realTrumpForce @t
BREAKING: New Audio of Hunter Biden talking about his partner ""The Spy C... https://t.co/SlATvvMAve via @YouTube",  erictrump   realtrumpforce  t breaking: new audio of hunter biden talking about his partner  the spy c...  via  youtube,Republican,['Biden'],"['Trump', 'Trump']"
"       

@realDonaldTrump we are with you!  God Bless you and this great country! 🇺🇸🙏 https://t.co/AaucyHz4f4",          realdonaldtrump we are with you   god bless you and this great country      ,Republican,[],"['TRUMP', 'Trump', 'Trump', 'Trump', 'Donald']"
PolitiFact | Trump campaign uses cherry-picked video to attack Biden.   https://t.co/yeGDJwiRPx,politifact   trump campaign uses cherry-picked video to attack biden.   ,Republican,['Biden'],['Trump']
"Hey guys, remember to not vote for trump because if you do, you're saying he cant win this election by himself! You're calling him weak! Dont go out and vote just to own the Libs!  ","hey guys, remember to not vote for trump because if you do, you re saying he cant win this election by himself  you re calling him weak  dont go out and vote just to own the libs   ",Republican,[],"['trump', 'Trump']"
"President Trump after staying over at Trump National Doral Miami has now boarded Air Force One at 9:58 AM at Miami International Airport • Miami FL.

Wheels up shortly headed your way Fayetteville  ❤️🇺🇸   ￼    https://t.co/c1KmPmFEiG",president trump after staying over at trump national doral miami has now boarded air force one at 9:58 am at miami international airport   miami fl.  wheels up shortly headed your way fayetteville              ,Republican,[],"['Trump', 'Trump', 'Trump']"
"Biden has a handful of people at his rallies @realDonaldTrump has 15 - 35,000 people. Biden hides in Basement Trump works it    
Trumps election bid hangs by a thread as he faces battle in swing states https://t.co/tcY547UnHK","biden has a handful of people at his rallies  realdonaldtrump has 15 - 35,000 people. biden hides in basement trump works it     trumps election bid hangs by a thread as he faces battle in swing states ",Republican,"['Biden', 'Biden']","['Trump', 'Trump', 'Trump', 'Donald']"
"Someone should tell @MilesTaylorUSA that when you tell a lie, at least make it kinda believable.  This isn’t.

  

Of course  believes him 🤦🏼‍♂️

Taylor Tells Cuomo Trump Wanted To ‘Gas, Electrify And Shoot’ Migrants https://t.co/jy3W2HrvYO via @dailycaller","someone should tell  milestaylorusa that when you tell a lie, at least make it kinda believable.  this isn t.      of course  believes him        taylor tells cuomo trump wanted to  gas, electrify and shoot  migrants  via  dailycaller",Republican,[],"['Trump', 'Trump']"
"There are more deaths from Covid-19 than Americans killed in WWI, the Korean War, the Vietnam War...
Trump is an incompetent president who has shown time and time again, apathy towards the American people.  ","there are more deaths from covid-19 than americans killed in wwi, the korean war, the vietnam war... trump is an incompetent president who has shown time and time again, apathy towards the american people.  ",Republican,[],['Trump']
Trump vs.  👇  https://t.co/pvNaG7H2F9,trump vs.     ,Republican,['Joe'],['Trump']
Why Carly Fiorina backs Joe Biden’s tax hikes https://t.co/aUTUPiFA5p via @Yahoo @CPAC_TV @FoxNews @foxandfriends @seanhannity @TuckerCarlson @IngrahamAngle @foxnewstalk  @WSJ @USATODAY @cnalive @GMA,why carly fiorina backs joe biden s tax hikes  via  yahoo  cpac tv  foxnews  foxandfriends  seanhannity  tuckercarlson  ingrahamangle  foxnewstalk   wsj  usatoday  cnalive  gma,Republican,"['Joe', 'Biden']",[]
